track_id,track_name,album_id,album_name,artist_id,artist_name,duration_ms,preview_url
17CMgChrZWLMZ02YUOUxor,Scrape Da Pot (feat. Freaky D),4PUFxNR729saTb49K0pQBK,Unknown,1URnnhqYAYcrqrcwql10ft,"21 Savage, Freaky D",189271,
2kE82JhBcoS7mimFO1SqqX,No Advance,4I3EcXD4e3KcEoDJfFEZ5b,Unknown,1URnnhqYAYcrqrcwql10ft,"21 Savage, Metro Boomin",276466,
4gmmRb6bZJffOOiww1JGTO,No Heart,4I3EcXD4e3KcEoDJfFEZ5b,Unknown,1URnnhqYAYcrqrcwql10ft,"21 Savage, Metro Boomin",235040,
6fwdbPMwP1zVStm8FybmkO,X (feat. Future),4I3EcXD4e3KcEoDJfFEZ5b,Unknown,1URnnhqYAYcrqrcwql10ft,"21 Savage, Metro Boomin, Future",258880,
52hRcWmjRNFuVJv3Qi7EeF,Savage Mode,4I3EcXD4e3KcEoDJfFEZ5b,Unknown,1URnnhqYAYcrqrcwql10ft,"21 Savage, Metro Boomin",249586,
5TvdhNXoHbeGeWtjCYhFuy,Bad Guy,4I3EcXD4e3KcEoDJfFEZ5b,Unknown,1URnnhqYAYcrqrcwql10ft,"21 Savage, Metro Boomin",169493,
5V57eUQoTrMCZqonhzi8B9,Real Nigga,4I3EcXD4e3KcEoDJfFEZ5b,Unknown,1URnnhqYAYcrqrcwql10ft,"21 Savage, Metro Boomin",185466,
6hEHxpZpvZwt1v4NoGwjKr,Mad High,4I3EcXD4e3KcEoDJfFEZ5b,Unknown,1URnnhqYAYcrqrcwql10ft,"21 Savage, Metro Boomin",180706,
4ujX9kC3UUp26MG0tPhUCz,Feel It,4I3EcXD4e3KcEoDJfFEZ5b,Unknown,1URnnhqYAYcrqrcwql10ft,"21 Savage, Metro Boomin",163386,
1UyLFPOIG7E1OfamPQLOfD,Ocean Drive,4I3EcXD4e3KcEoDJfFEZ5b,Unknown,1URnnhqYAYcrqrcwql10ft,"21 Savage, Metro Boomin",227880,
2DtqYVY9L3m7yvUvra7Ge6,Lord Forgive Me,1HSyuTHvLXMWyPJQGnQTLw,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,241815,
5jzICnPx3GiVD2FzvUhP1T,Dirty K,1HSyuTHvLXMWyPJQGnQTLw,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,194795,
3QfT6j50zHZLPrl5skf9mX,Front Door,1HSyuTHvLXMWyPJQGnQTLw,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,183013,
4C61YwZyiVfzrh8walv04F,Wow,1HSyuTHvLXMWyPJQGnQTLw,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,234553,
00WFoR7tPga5Wj92MSR3eD,Slime,1HSyuTHvLXMWyPJQGnQTLw,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,232803,
4tUHRIoPI8YiOsNOUrTomJ,Mind Yo Business,1HSyuTHvLXMWyPJQGnQTLw,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,182047,
3ZFYvE2CoxAKCs5O5DFkXA,No Peace,1HSyuTHvLXMWyPJQGnQTLw,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,203467,
3xAXYCtd98G5G0SSJAHtqd,Dip Dip,1HSyuTHvLXMWyPJQGnQTLw,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,151614,
0xwn1hcwKZEQTaRTLP0PFc,Motorcycle,1HSyuTHvLXMWyPJQGnQTLw,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,278232,
0H117ffxP9pOWGffiGCY3L,Deserve,1HSyuTHvLXMWyPJQGnQTLw,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,244035,
2eq9aw5ZZIuRswW9fy5PKE,Partments,1HSyuTHvLXMWyPJQGnQTLw,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,155794,
0CAugnKxS7xneO9ShRRxuY,Vette,1HSyuTHvLXMWyPJQGnQTLw,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,216576,
44TMQoBzzvSPhOouSxiBdT,Bitch Nigga Please,1HSyuTHvLXMWyPJQGnQTLw,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,200907,
6BNymc6C7PlRwBzgZBm5dk,Help Me,1HSyuTHvLXMWyPJQGnQTLw,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,211461,
065LHZtJbXDZNAaQ2wQ5Sd,Skrrt Skrrt,3l2umvdEq50qZ5fmw4iHcI,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,225306,
3IDT2Uym5rKea8YprYyeBt,Pimp,3l2umvdEq50qZ5fmw4iHcI,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,144561,
4KP63LKrVrEdAK176UJYg8,Gang,3l2umvdEq50qZ5fmw4iHcI,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,227688,
5BH86QTag2wQ95HSrEGqQX,Picky,3l2umvdEq50qZ5fmw4iHcI,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,179147,
0ikF7YGnEM1UpPTng3y9iq,Slaughter Ya Daughter,3l2umvdEq50qZ5fmw4iHcI,Unknown,1URnnhqYAYcrqrcwql10ft,"21 Savage, Key, ILOVEMAKONNEN",257306,
0Qxo9U5lhJBXSMkjx1nuzm,Drip,3l2umvdEq50qZ5fmw4iHcI,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,192026,
6IdFmILKYNfeZW9LYE4jhM,Out the Bowl,3l2umvdEq50qZ5fmw4iHcI,Unknown,1URnnhqYAYcrqrcwql10ft,"21 Savage, Key",174863,
0xJ6waQuwURRV21Dk13OTG,Drinkin and Driving,3l2umvdEq50qZ5fmw4iHcI,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,232968,
5W9lZvCYgDESkJrO9pquwX,Start Dyin,3l2umvdEq50qZ5fmw4iHcI,Unknown,1URnnhqYAYcrqrcwql10ft,"21 Savage, Offset",160032,
0x33D0zzfOILljMVr54RWs,Fuckin Niggaz Bitches,3l2umvdEq50qZ5fmw4iHcI,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,205766,
0cmp9n5Wsls5MsasGAQqs6,Million Dollar Liq,3l2umvdEq50qZ5fmw4iHcI,Unknown,1URnnhqYAYcrqrcwql10ft,"21 Savage, ManMan Savage",224862,
1jrhaPfJO5Ptp65bOvowI2,Seeing Double,3l2umvdEq50qZ5fmw4iHcI,Unknown,1URnnhqYAYcrqrcwql10ft,21 Savage,236199,
