track_id,track_name,album_id,album_name,artist_id,artist_name,duration_ms,preview_url
0cuNKdwaFrDJ4G1hYxI6aI,Texas Tea,6r1lh7fHMB499vGKtIyJLy,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,139360,
6wOmmoM5nyS6mOyzo9wDjC,Buyer Beware,6r1lh7fHMB499vGKtIyJLy,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,173481,
6Sjg6cp8yXtKX5DrcEl7HV,Landmine,6r1lh7fHMB499vGKtIyJLy,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,184607,
04J9hE3RhAsecsgVWl70jW,Green Thumb,6r1lh7fHMB499vGKtIyJLy,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,159406,
26EjM7ZMAnWOKPAuKNOX24,Laugh It Off,6r1lh7fHMB499vGKtIyJLy,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,246503,
1P0raW2DwMmoV83cQCYvnL,White Iverson,0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,256531,
0xB1y8J77rXX9W63D7YiIq,Congratulations (feat. Quavo),0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, Quavo",220285,
5OIUS4S7uQAm3Adp910eEi,I Fall Apart,0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,223350,
3G2fdJCWtAm47TmmeVrgQq,rockstar (feat. 21 Savage),0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, 21 Savage",218146,
7dTQx1OuBdHsxYu9LxuCAt,Psycho (feat. Ty Dolla $ign),0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, Ty Dolla $ign",221446,
14Hkr70E4ZMUzEldoBltTB,Better Now,0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,231261,
4JW6AaiPG91qWQtt5VNaL7,Sunflower - Spider-Man: Into the Spider-Verse,0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, Swae Lee",157559,
7nfFMYx0A6KklZeveSHYwV,Circles,0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,215277,
02SCfppdSF4vPsEuME4TaP,Wow.,0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,149506,
0FgwSzr8svPx2iu4RdKJxe,Go Flex,0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,179602,
1xTTBUPi7PjCe9rRUrWWa2,Candy Paint,0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,227537,
4nvK5SOSQyxuhod097GXz7,Stay,0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,204430,
0Vp4FDQy9sPUIH6xXp3FNI,Goodbyes (feat. Young Thug),0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, Young Thug",174842,
0F1Q86bN53DpDPodt5VYNs,Take What You Want (feat. Ozzy Osbourne & Travis Scott),0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, Ozzy Osbourne, Travis Scott",229579,
1vSfP2b83ORPqrnKmrc58j,I Like You (A Happier Song) (with Doja Cat),0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, Doja Cat",192840,
13gbW3kWqmCXBNK8YYk15w,One Right Now (with The Weeknd),0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, The Weeknd",192721,
6lehrY0o0MbaDsFgjLP7iu,Chemical,0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,184013,
1SbhGBqvszQ9h0P7bOM79z,Mourning,0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,147819,
3i39cUiIMr2INWE5152wUt,Overdrive,0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,147679,
0wFDRiCkaTf3i9eKjy9Znt,Feeling Whitney,0HeDKsZqyskYWkoHmXObsv,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,257277,
5WedFiLoUyE1e9d5JpxMFl,Reputation,50MzJhO0pMjTsfpeOmZ1so,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,248177,
3RSNYrTfBFBv4NTRfKNp2M,Cooped Up (with Roddy Ricch),50MzJhO0pMjTsfpeOmZ1so,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, Roddy Ricch",185857,
3nCvNB04BBiBbK77KKYFCB,Lemon Tree,50MzJhO0pMjTsfpeOmZ1so,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,243486,
5CtPTzdOkkb8Bhy5JnUYyT,Wrapped Around Your Finger,50MzJhO0pMjTsfpeOmZ1so,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,193565,
0EFehFdU9HbOBzxzJ60IjE,I Like You (A Happier Song) (with Doja Cat),50MzJhO0pMjTsfpeOmZ1so,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, Doja Cat",192840,
2uoUmwEy9kSi1gp285zdsS,I Cannot Be (A Sadder Song) (with Gunna),50MzJhO0pMjTsfpeOmZ1so,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, Gunna",169824,
6zc1W5CuZER3AbTvRCfLoa,Insane,50MzJhO0pMjTsfpeOmZ1so,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,169660,
7uSxfwJFwtZwP7NTHxto2B,Love/Hate Letter To Alcohol (with Fleet Foxes),50MzJhO0pMjTsfpeOmZ1so,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, Fleet Foxes",183816,
2mecYcpCQOoFtkRbtDiGg0,Wasting Angels (with The Kid LAROI),50MzJhO0pMjTsfpeOmZ1so,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, The Kid LAROI",243158,
0AARQZvYkMgdATBz79AuVO,Euthanasia,50MzJhO0pMjTsfpeOmZ1so,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,145795,
2eQQ8JdEJkb9tRXCnMd1QO,When I’m Alone,50MzJhO0pMjTsfpeOmZ1so,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,195110,
14gWHtoBsZ02dpcBevAyZZ,Waiting For A Miracle,50MzJhO0pMjTsfpeOmZ1so,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,141851,
0UGyZR7RmVoYT0DBJCxTPy,One Right Now (with The Weeknd),50MzJhO0pMjTsfpeOmZ1so,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, The Weeknd",192721,
3KZxVGMNNzlEdZ2sGcqWze,"New Recording 12, Jan 3, 2020",50MzJhO0pMjTsfpeOmZ1so,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,92718,
753lkDSNs2u188xbl8Vrnx,Waiting For Never,50MzJhO0pMjTsfpeOmZ1so,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,196986,
6p49tiDlXi6m9BD20P0z05,Hateful,50MzJhO0pMjTsfpeOmZ1so,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,178160,
67dU06KGaJHLLlo5Y5bkD2,Reputation,3HHNR44YbP7XogMVwzbodx,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,248177,
32vE1nuG8T9c8bhmZdRY6d,Cooped Up (with Roddy Ricch),3HHNR44YbP7XogMVwzbodx,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, Roddy Ricch",185857,
1NvpO1o8SpkdH3txtJQQc7,Lemon Tree,3HHNR44YbP7XogMVwzbodx,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,243486,
6Kfoo60npYPdvNxMPMiDpX,Wrapped Around Your Finger,3HHNR44YbP7XogMVwzbodx,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,193565,
0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),3HHNR44YbP7XogMVwzbodx,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, Doja Cat",192840,
4IxeKzzxUSEgivgtbSbyIK,I Cannot Be (A Sadder Song) (with Gunna),3HHNR44YbP7XogMVwzbodx,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, Gunna",169824,
2meHtZ7N97pJfvTL4hYtfv,Insane,3HHNR44YbP7XogMVwzbodx,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,169660,
6R9c642Hs3tOdLowjYaWt2,Love/Hate Letter To Alcohol (with Fleet Foxes),3HHNR44YbP7XogMVwzbodx,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, Fleet Foxes",183816,
2OcSE0EXzgUuqkM1NIJPHJ,Wasting Angels (with The Kid LAROI),3HHNR44YbP7XogMVwzbodx,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, The Kid LAROI",243158,
7JyFwJC3uRpiNfq7oKafgn,Euthanasia,3HHNR44YbP7XogMVwzbodx,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,145795,
5Ja2u1FPlVxrxeMWEa2dcn,When I’m Alone,3HHNR44YbP7XogMVwzbodx,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,195110,
2GUSz3vtf8jhVXri1CTrQX,Waiting For A Miracle,3HHNR44YbP7XogMVwzbodx,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,141851,
1nltpRhEiXikwDlVn4UADk,One Right Now (with The Weeknd),3HHNR44YbP7XogMVwzbodx,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, The Weeknd",192721,
0lmRKkc33g1N9fWW9nZPVc,"New Recording 12, Jan 3, 2020",3HHNR44YbP7XogMVwzbodx,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,92718,
7sWRlDoTDX8geTR8zzr2vt,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,156266,
05mDaV9Vb3wrzjF6OPZnhq,Saint-Tropez,4g1ZRSobMefqF6nelkgibi,Unknown,246dkjvS1zLTtiykXe5h60,Post Malone,150866,
0Xek5rqai2jcOWCYWJfVCF,Enemies (feat. DaBaby),4g1ZRSobMefqF6nelkgibi,Unknown,246dkjvS1zLTtiykXe5h60,"Post Malone, DaBaby",196760,
