word,frequency
nigga,16
turn,16
started,16
grow,16
dad's,16
thing,16
roof,16
oh,16
hold,16
hate,16
show,16
"see,",16
bitches,16
'bout,16
went,16
who's,16
gets,15
hope,15
must,15
sayin',15
left,15
what's,15
"know,",15
before,15
2:,15
took,15
believe,15
1:,15
else,15
mama,15
has,15
name,15
throw,15
looks,15
pull,15
years,15
big,14
(i'm,14
save,14
dance,14
feels,14
round,14
wrong,14
done,14
set,14
stay,14
play,14
wouldn't,14
3:,14
were,14
sold,14
now!,14
dick,14
does,14
remember,14
first,14
today,14
side,14
next,14
—,14
since,14
rapper,14
any,14
most,14
after,13
wants,13
2,13
fans,13
tonight,13
buy,13
though,13
drugs,13
square,13
mouth,13
daddy,13
ya,13
sometimes,13
used,13
motherfuckin',13
gettin',13
don’t,13
cry,13
check,13
che,13
trying,13
beat,13
someone,13
e,13
song,13
things,12
2],12
"like,",12
lyrics[intro:,12
find,12
soldier),12
probably,12
long,12
comin',12
heard,12
head,12
stand,12
work,12
i've,12
thought,12
"me""",12
die,12
1],12
"bad,",12
"you""",12
business,12
we'll,12
enough,12
like[chorus:,12
"back,",12
party,12
they're,12
fact,12
"girl,",12
doc,12
goin',12
slim,11
four,11
wasn't,11
reason,11
"well,",11
"shot,",11
shots,11
"say,",11
knew,11
"""i",11
shady's,11
can’t,11
mean,11
"that,",11
listen,11
hair,11
dre],11
rappers,11
"mean,",11
real,11
everything,11
fall,11
heart,11
again,11
tryna,11
night,11
best,11
mom,11
job,11
yo,11
something,11
hurt,11
ask,11
pablo,11
didn't,11
obie,11
under,11
act,11
black,10
body,10
cut,10
wall,10
sound,10
house,10
daddy's,10
u,10
"around,",10
gun,10
run,10
lyrics[intro],10
away,10
marshall,10
legs,10
rather,10
controversy,10
three,10
almost,10
fast,10
3],10
dad,10
sit,10
playin',10
killed,10
em,10
damn,10
watch,10
shoulders,10
"right,",10
//,10
pussy,10
beef,10
sell,10
follow,10
tried,10
saw,10
choppers,10
'fore,10
james,10
help,10
lost,10
girl,9
found,9
8,9
neither,9
single,9
"time,",9
wonder,9
records,9
bein',9
bob,9
hang,9
should,9
empty,9
"slim,",9
talkin',9
happy,9
broke,9
makes,9
me?,9
rip,9
"remix)""",9
together,9
[outro:,9
closet,9
pain,9
because,9
"god,",9
smoke,9
"dre,",9
fucking,9
live,9
full,9
blow,9
god,9
matter,9
on),9
walk,9
girls,9
lyrics,9
me!,9
y'all,9
anything,9
"(yo,",9
non,9
home,9
cause,8
chris,8
please,8
fun,8
"with,",8
nobody,8
dope,8
goes,8
"(remix)""",8
songs,8
couple,8
second,8
write,8
part,8
"na,",8
death,8
da,8
window,8
"everybody,",8
stupid,8
anyone,8
boy,8
left),8
anybody,8
collapse,8
lights,8
un,8
gave,8
somebody,8
kiss,8
cook,8
picture,8
least,8
everyone,8
front,8
getting,8
motherfuckers,8
car,8
this?,8
eric,8
dropped,8
different,8
already,8
"mad,",8
"'em,",8
club,8
"on,",8
huh?,8
loves,8
eat,8
pretty,8
doing,8
couldn't,8
mind,8
understand,8
"eminem,",8
lookin',8
neck,8
dogg,7
lose,7
shoulda,7
deep,7
"scared,",7
she's,7
"uh,",7
fight,7
"nigga,",7
cold,7
drunk,7
makin',7
"huh,",7
funny,7
mr.,7
la,7
huh),7
"(huh,",7
stumble,7
blame,7
explain,7
yourself,7
soon,7
(i,7
morning,7
bringin',7
"children,",7
rain,7
interpret:,7
outro,7
erica,7
shoot,7
size,7
fake,7
me),7
being,7
rana,7
straight,7
circus,7
step,7
myself,7
jade],7
million,7
"ourselves,",7
would've,7
like[chorus],7
coulda,7
saying,7
(come,7
verse,7
yeah!),7
"is,",7
(hell,7
six,7
mathers,7
que,7
knock,7
mother,7
eyes,7
blood,7
hands,7
whatever,7
chickens,7
hot,7
wanted,7
catch,7
album,7
meet,7
"us,",7
"too,",7
young,7
worse,7
kim,7
"again,",7
between,7
rolling,7
worry,7
goodbye,7
