word,frequency
mic,1
"ice,",1
(know,1
me),1
saint,1
laurent,1
"lens,",1
"bright,",1
dim,1
(pull,1
nobody),1
body,1
"benz,",1
"twin,",1
critics,1
critics),1
youn,1
"kin,",1
"type,",1
gimmicks,1
"gimmicks,",1
ah),1
pretty,1
kitty,1
(biz),1
"is,",1
twinkle,1
(it's,1
fan,1
linkin',1
ceiling,1
million,1
(go,1
million),1
jump,1
"p,",1
detroit,1
playin',1
pistons,1
(playin',1
piston),1
"wait,",1
"scat,",1
payin',1
attention,1
"work,",1
word,1
fearless?,1
"hype,",1
"ones,",1
competition,1
children,1
children),1
"fuck,",1
"wife,",1
wholе,1
signin',1
"hеre,",1
"buttons,",1
thousand,1
prayin',1
sleepin'?,1
him,1
holy,1
matrimony,1
cake,1
game,1
probably,1
gave,1
[bridge],1
3],1
would,1
rather,1
"soul,",1
piss,1
mount,1
rushmore,1
scale,1
blue,1
strips,1
"strip,",1
elvis,1
"talk,",1
goat,1
twenty,1
pushin',1
therapist,1
decode,1
cliché,1
"suite,",1
"general,",1
awol,1
(awol),1
jersey,1
ball?,1
"""what",1
"on?""",1
"""a",1
"rocket,",1
"off""",1
(take,1
off),1
fly,1
"pj,",1
security,1
"world,",1
craig,1
goofy-ass,1
highs,1
name,1
mouth,1
stuck,1
"code,",1
motherfuckin',1
brought,1
stupid?,1
tellin',1
marry,1
contributorsit,1
"iv,",1
let,1
knock,1
(mhmm),1
yep,1
(woah),1
turbo,1
"go,",1
"simple,",1
easy,1
figured,1
"hatin',",1
disease,1
goddess,1
hopped,1
pool,1
dryin',1
chef,1
"product,",1
shelf,1
"ya,",1
flyin',1
"'bout,",1
"""no""2embed",1
lay,1
nowhere,1
sellin',1
else,1
north,1
"carolina,",1
throwin',1
pyramids,1
hov,1
confirmation,1
ancestors,1
"pyramids,",1
nothin',1
happens,1
"coincidence,",1
written,1
scrolls,1
wifey,1
types,1
"clothes,",1
pockets,1
"deep,",1
implodes,1
keepin',1
score?,1
plateau,1
weigh,1
cons,1
"ear,",1
10,1
"finger,",1
like[verse,1
harry,1
styles,1
except,1
skin,1
same,1
color,1
mild,1
meditatin',1
blackin',1
j.,1
"cole,",1
downtown,1
"pimpin',",1
"slickin',",1
rockin',1
crocodile,1
tryna,1
pipe,1
wipe,1
"handwriting,",1
signature,1
write,1
book,1
thought,1
"coachella,",1
shut,1
initials,1
point,1
care,1
turned,1
family,1
"execs,",1
such,1
sean's,1
"teachings,",1
acronym,1
trust,1
"sheets,",1
(bust,1
rug,1
alarm,1
"clock,",1
ain’t,1
walk,1
"arena,",1
feel,1
i’m,1
jerry,1
buss,1
mile,1
multi-million,1
