id,name,genres,popularity,followers,is_rapper
3BG9cpTxZQzQChcsp7ss9a,Mr. Capone-E,"chicano rap, g funk, west coast rap",50.0,262619.0,1
7i0Z1tzWVamskO8eLnZ3Kx,Miri Ben-Ari,pop violin,55.0,13782.0,0
1HY2Jd0NmPuamShAr6KMms,Lady Gaga,"art pop, dance pop, pop",92.0,33248061.0,0
23zg3TcAtWQy7J6upgbUnj,USHER,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",83.0,12507766.0,1
5gCRApTajqwbnHHPbr2Fpi,Juicy J,"crunk, memphis hip hop, pop rap, rap, southern hip hop, trap",75.0,3236552.0,1
5NDMothbpdpq2xHqSjrrWn,Faith Evans,"contemporary r&b, hip pop, r&b, urban contemporary",66.0,1702779.0,0
4jWzNq3sdzSpqn7BnzvIKn,Memphis Bleek,east coast hip hop,47.0,401997.0,0
2ht3wxeT69CzyKFChNnNAB,Big Boi,"atl hip hop, dirty south rap, hip hop, southern hip hop",54.0,449024.0,1
12FHARd9fY0Tu0ila4Ua25,Trick Daddy,"crunk, dirty south rap, miami hip hop, southern hip hop",58.0,1099726.0,1
35sCXuy5gN6Or69rZ9vqBs,Birdman,"dirty south rap, southern hip hop",62.0,1312692.0,1
4fxd5Ee7UefO4CUXgwJ7IP,Giveon,r&b,78.0,4215389.0,0
6oMuImdp5ZcFhWP0ESe6mG,Migos,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap",77.0,14161181.0,1
08Ld63UgKrJ0nZnCkzHtzc,Project Pat,"crunk, dirty south rap, gangster rap, memphis hip hop, trap",68.0,884003.0,1
03ilIKH0i08IxmjKcn63ne,Drake Bell,,52.0,421713.0,0
687cZJR45JO7jhk1LHIbgq,Tems,"afro r&b, afrobeats, alte, nigerian pop",78.0,2635854.0,0
4HzKw8XcD0piJmDrrPRCYk,Majid Jordan,"canadian contemporary r&b, canadian hip hop",69.0,972912.0,0
1pBLC0qVRTB5zVMuteQ9jJ,Lily-Rose Depp,pop,77.0,247614.0,0
4q3ewBCX7sLwd24euuV69X,Bad Bunny,"reggaeton, trap latino, urbano latino",96.0,87665108.0,1
250b0Wlc5Vk0CoUsaCY84M,JENNIE,k-pop,82.0,8027443.0,0
3tVQdUvClmAT7URs9V3rsp,Wizkid,"afrobeats, afropop, azonto, nigerian hip hop, nigerian pop",84.0,6585206.0,0
77DAFfvm3O9zT5dIoG0eIO,Kyla,uk funky,72.0,35974.0,0
1URnnhqYAYcrqrcwql10ft,21 Savage,"atl hip hop, hip hop, rap",89.0,20927511.0,1
3qiHUAX7zY4Qnjx8TNUzVx,Yeat,"pluggnb, rage rap",83.0,5523161.0,1
50co4Is1HCEo8bhOyUWKpn,Young Thug,"atl hip hop, atl trap, gangster rap, hip hop, melodic rap, rap, trap",86.0,10890795.0,1
4Ge9GwmWnOQsohwPTrXyHc,Gordo,,64.0,130929.0,0
17lzZA2AlOHwCwFALHttmp,2 Chainz,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap",76.0,8152470.0,1
7tYKF4w9nC0nq9CsPZTHyP,SZA,"pop, r&b, rap",92.0,24953200.0,1
4gzpq5DPGxSnKTe4SA8HAU,Coldplay,"permanent wave, pop",91.0,55209659.0,0
1buzCmyYZE4kcdLRudsb8V,Mikky Ekko,nashville indie,69.0,140499.0,0
0EmeFodog0BfCgMzAIvKQp,Shakira,"colombian pop, dance pop, latin pop, pop",88.0,35725033.0,0
2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,"kentucky hip hop, r&b, rap",83.0,9307125.0,1
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,"hip hop, miami hip hop, pop rap, rap",76.0,11785606.0,1
